issue_number,title,description,label,all_labels,created_at,closed_at,url
327203,Add banner to indicate settings to configure for first use of voice mode,"We can repurpose the first time use modal, it can be a simple banner for config, voice preview, and disabling etc. Similar to what we do to indicate users should open the agent sessions window.
",feature_request,"feature-request,on-testplan,insiders-released,voice-mode",2026-07-23T21:06:14Z,2026-07-29T15:16:38Z,https://github.com/microsoft/vscode/issues/327203
327153,Agents Window: make custom session groups easier to discover/create,"Summary

Agents Window has a useful custom-groups feature for organizing sessions (implemented by Benjamin Simmonds) but it is hard to discover and use because the only way to create a custom group is to right-click an existing session. You cannot right-click the blank area or a built-in group header (e.g., project headers) to create a new group.

Problem

- Discovery: Most team members aren't aware this feature exists because there is no obvious UI affordance for creating groups.
- Interaction limitation: You can only create a custom group by right-clicking an existing session. Right-clicking the blank space or a project/header doesn't show the option.

Proposed enhancement

Please add one or more of the following to improve discoverability and usability:

- Allow right-click on blank space in Agents Window to create a new custom group.
- Allow right-clicking built-in group headers (project headers) to create or manage custom sub-groups.
- Add a visible ""New group"" / ""+"" button in the Agents Window toolbar or header to create groups without needing a session to be present.
- Add a brief tooltip or hint the first time a user opens Agents Window indicating groups can be created (or a discoverability hint in the command palette).

Rationale

These changes will make the feature discoverable to more users and remove the awkward requirement of needing an existing session to create groups. The feature is valuable (see screenshot shared by the reporter) but is currently hidden behind a non-obvious interaction.

Notes

- Reporter: sbatten (shared feedback in Slack).
- Implemented example: Benjamin Simmonds has a working custom-groups implementation in Agents Window — consider aligning the UX around easier creation flows.

Thank you!

[View original Slack conversation](https://vscodeteam.slack.com/archives/C03ERNTC03X/p1784823185328669?thread_ts=1784823185.328669&cid=C03ERNTC03X)",feature_request,"feature-request,verified,ux,insiders-released",2026-07-23T16:18:31Z,2026-07-23T22:45:17Z,https://github.com/microsoft/vscode/issues/327153
327115,Git detection: `.gitignore` handling differs between scan and open-editors,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
VS Code detects repositories two ways, and they treat a parent `.gitignore` **oppositely**:

| Mechanism | Setting | Honors `.gitignore`? | Result |
|---|---|---|---|
| Subfolder scan | `git.repositoryScanMaxDepth` | **No** | Finds repos in ignored folders, but bulk-adds *all* of them |
| Open-editors | `autoRepositoryDetection: openEditors` | **Yes** | On-demand per opened file, but suppressed inside ignored folders |

Because they disagree, one natural behavior is unreachable: **register a repo only when I open one of its files, even if it lives in an ignored folder.** `repositoryScanMaxDepth` bulk-adds everything; `scanRepositories` is a static hand-kept list; `openEditors` is suppressed by `.gitignore`.

This matters for repos actively developed inside a dependency/output folder the outer repo ignores (package/vendor dirs, vendored sources). Un-ignoring the folder isn't viable.

**Proposal:** a single setting applied to **both** mechanisms:

```jsonc
""git.detectRepositoriesInIgnoredFolders"": false // default = current behavior
```

When `true`, neither the scan nor open-editors is suppressed by a parent `.gitignore`. Folder exclusions stay controlled by the explicit `git.repositoryScanIgnoredFolders` list.

Related: #41565 — its fix covered the scan-depth path only; the on-demand/open-editors case inside ignored folders is the gap here.
",feature_request,feature-request,2026-07-23T11:38:31Z,2026-07-23T12:37:34Z,https://github.com/microsoft/vscode/issues/327115
327070,Add support for Python 3.15+ interpreter,,feature_request,feature-request,2026-07-22T23:27:41Z,2026-07-23T11:32:29Z,https://github.com/microsoft/vscode/issues/327070
327055,Voice Mode: replace configuration gear buttons with mic context-menu actions,"### Problem
Voice Mode surfaces two separate gear buttons for configuration:
- a **keybinding gear** on the `AgentsVoiceWidget` (opens the Voice Mode keybinding editor), and
- a **settings gear** (`agentsVoice.openSettings`) in the chat-input toolbar (opens Voice Mode settings).

These gears add toolbar clutter, are inconsistent between the normal window and the Agents window, and don't match how the dictation mic button exposes its actions (via a right-click context menu).

### Proposal
Remove both Voice Mode gear buttons and surface their actions directly in the right-click context menu on the Voice Mode mic icon, consistent with the dictation mic button:
- **Configure Keybinding** — opens the Voice Mode keybinding editor (what the keybinding gear did).
- **Voice Mode Settings** — opens the Voice Mode settings (what the settings gear did).
- plus the existing **Select Microphone** and **Disable Voice Mode** entries.

No gear button should show in either the normal window or the Agents window while Voice Mode is active.

### Tracking
Implemented by #327042.
",feature_request,"feature-request,verified,verification-needed,insiders-released,voice-mode",2026-07-22T20:38:13Z,2026-07-22T21:29:29Z,https://github.com/microsoft/vscode/issues/327055
327016,Improve UX of dictation/voice mode buttons,"From mockups and discussion with @eli-w-king and @cwebster-99 

We'll hide dictation when voice mode is connected. We'll hide voice mode when dictation is happening.

Additionally, we'll do this:

<img width=""1894"" height=""1164"" alt=""Image"" src=""https://github.com/user-attachments/assets/f1ec3e82-a084-45df-a4ba-7e4e84a7258a"" />

But with a better icon than the speaker, which is misleading",feature_request,"feature-request,on-testplan,dictation,voice-mode",2026-07-22T17:49:22Z,2026-07-24T19:34:21Z,https://github.com/microsoft/vscode/issues/327016
327013,Add context menu actions (Select Microphone / Disable) to Voice Mode and Dictation mic buttons,"Track adding a right-click context menu to the chat-input microphone buttons, giving keyboard/mouse users quick access to microphone selection and to disabling the feature.

### Actions
Both the **Dictation** and **Voice Mode** mic buttons should expose a context menu with:
- **Configure Keybinding**
- **Select Microphone** (shared `workbench.action.chat.selectSpeechToTextMicrophone` picker)
- **Disable Dictation** / **Disable Voice Mode** (turns off the respective setting; Voice Mode also disconnects the active session first so the mic doesn't keep capturing)
",feature_request,"feature-request,verified,verification-needed,insiders-released,voice-mode",2026-07-22T17:43:22Z,2026-07-22T18:57:55Z,https://github.com/microsoft/vscode/issues/327013
327012,Agents Window: Open a single-file diff from Changes in the single-pane layout,"Allow users to open the diff for an individual file directly from the Changes view in the new single-pane Agents Window layout.

This should match the existing editor-window experience: selecting or invoking a file in Changes opens that file's diff, without requiring users to open the aggregate changes view first.

The behavior should preserve the single-pane layout and use the existing diff editor and change-resource abstractions where possible.",feature_request,"feature-request,verified,verification-needed,insiders-released,agents-window",2026-07-22T17:42:25Z,2026-07-22T20:55:25Z,https://github.com/microsoft/vscode/issues/327012
327000,Built in voice mode should disable extension voice mode,"You can see that I now have two microphone icons

<img width=""297"" height=""158"" alt=""Image"" src=""https://github.com/user-attachments/assets/8f83f7f0-cc4a-4b4b-b5b1-17e82a16e0dd"" />",feature_request,"feature-request,verified,verification-needed,insiders-released,dictation",2026-07-22T16:20:46Z,2026-07-22T17:59:59Z,https://github.com/microsoft/vscode/issues/327000
326987,Agents Window: Quick Pick for folder selection in new session view,"Provide a keyboard-first Quick Pick for selecting the target folder when starting a new session in the Agents Window.

The Quick Pick should:
- List recently used folders, deduplicated across session and VS Code history.
- Provide a **Browse...** option that opens the native folder picker.
- Keep the folder shown in the new-session composer synchronized when selection changes externally.
- Complement the existing folder dropdown without changing its behavior.

Implemented in https://github.com/microsoft/vscode/pull/326921.",feature_request,"feature-request,verified,agents-window",2026-07-22T15:00:58Z,2026-07-22T15:01:08Z,https://github.com/microsoft/vscode/issues/326987
326981,Record token/credit usage in local chat transcripts,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

The local Copilot chat transcript files (`GitHub.copilot-chat/transcripts/*.jsonl`) capture the whole conversation (messages, tool calls, etc.) but nothing about token usage or AI-credit cost. So there's no way to look at a transcript after the fact and see how many tokens a turn used or what it cost.

It'd be great to record per-turn usage (model, input/output tokens, cache reads, Copilot AIU) as part of the transcript. The runtime already has this data, it just isn't written out anywhere.

I'd like to propose a new `assistant.usage` transcript event so it fits the existing append-only event stream without changing anything that reads transcripts today.",feature_request,"feature-request,chat",2026-07-22T14:31:44Z,2026-07-24T23:10:32Z,https://github.com/microsoft/vscode/issues/326981
326969,"Extend built-in on-device dictation to editor dictation, terminal voice, and add read-aloud (TTS)","### Summary

Now that VS Code has a built-in on-device dictation engine (`ILocalTranscriptionService`, gated by `chat.speechToText.enabled` / `chatSpeechToTextConfigured`), we should extend it to cover the remaining speech surfaces that today only work through the `ms-vscode.vscode-speech` extension. Doing so lets built-in speech fully supersede the extension for dictation + read-aloud, so we can retire the ""disable the redundant Speech extension"" prompt entirely.

Related: we've already made the built-in chat mic win over the extension mic (single mic icon) and gated the extension's chat keybinding. The extension still uniquely provides the surfaces below.

### Scope

Extend the built-in on-device engine to power:

- [ ] **Editor dictation** — `src/vs/workbench/contrib/codeEditor/browser/dictation/editorDictation.ts` (currently gated on `HasSpeechProvider`, uses the extension's `ISpeechService`). Route it through `ILocalTranscriptionService` when built-in dictation is configured.
- [ ] **Terminal voice dictation** — `src/vs/workbench/contrib/terminalContrib/voice/browser/terminalVoice.ts` / `terminalVoiceActions.ts`. Same: use the built-in engine when available.
- [ ] **Read aloud / text-to-speech** — the extension is the only provider of `ITextToSpeechSession` (`src/vs/workbench/contrib/speech/common/speechService.ts`). Built-in has no TTS today. Add an on-device (or platform) TTS path so ""Read Aloud"" in chat works without the extension.

### Motivation

- Built-in on-device speech is private (no audio leaves the machine) and ships in the box.
- Once these three surfaces are covered, `ms-vscode.vscode-speech` becomes fully redundant for dictation and read-aloud, so the redundant-extension notification can be removed rather than asking users to disable a still-useful extension.
- Consistent UX: one speech stack, one set of keybindings, no double mic / keybinding collisions.

### Notes / open questions

- Keep the extension's keyword activation (""Hey Code"") in mind — decide whether that stays extension-only or is also brought in-box.
- Gate every new surface on the same `chatSpeechToTextConfigured` predicate and fall back to the extension where built-in on-device transcription is unsupported (web/remote or `chat.speechToText.enabled: false`).
- TTS may need a separate on-device model / platform API investigation; it's the largest unknown here.
",feature_request,"feature-request,verified,verification-needed,insiders-released,dictation",2026-07-22T13:58:09Z,2026-07-22T17:49:06Z,https://github.com/microsoft/vscode/issues/326969
326565,Refine quick-chat row rendering in the Sessions list (compact single-line rows),"Implemented by #326148 and #326287: refines how the Sessions list renders rows for **quick chats** vs regular sessions in the Agents window.

- **Quick-chat rows are now single-line and compact** (#326148): smaller icon, tighter row height, and no second (details) row — no type icon, diff stats, timestamp, or ""Working..."" text (their spinner status icon already conveys progress).
- **Per-row chat icon suppression is now unconditional** (#326287): quick chats never show a chat/PR glyph on their status icon, regardless of section (Chats, Pinned, or a custom group). Their identity is conveyed by the section they render in. (This supersedes the earlier behavior where the chat icon showed outside the Chats section.)
- Fixed icon/title alignment for quick-chat rows, including phone layout, so the title stays aligned even when an approval/CI row grows the row taller.
- Regular sessions are unchanged: they keep the standard two-line row (type icon, diff stats, status/description, relative timestamp).

## Verification steps
1. In the Agents window, create a **quick chat** and a **regular session** with changes.
2. ✅ The quick chat renders as a **single-line, compact** row (small icon, no second details row).
3. ✅ The regular session keeps the **two-line** row (type icon, diff stats, status, timestamp).
4. Pin the quick chat or move it to a custom group → ✅ it **never** shows a chat/PR glyph on its status icon in any section.
5. Trigger an approval/CI row on a quick chat (and check phone layout) → ✅ icon and title stay aligned, no clipping/overflow against the next row.
",feature_request,"feature-request,verified,verification-needed,agents-window",2026-07-20T05:13:42Z,2026-07-20T05:13:48Z,https://github.com/microsoft/vscode/issues/326565
326564,Add compact 'Add Feedback' action on hovered diff line numbers in the Agents window,"Implemented by #325940: in the Agents window diff views, hovering over a diff line number now surfaces a compact **Add Feedback** action, using Monaco's line-number hover message for a persistent, localized tooltip. Compact multi-diff gutters and unchanged-region controls are aligned to accommodate it.

## Verification steps
1. Open a session in the Agents window that has file changes, and open the diff view.
2. Hover over a **diff line number** in the gutter.
3. ✅ A compact **Add Feedback** action appears over the line number, with a persistent, localized tooltip.
4. Trigger it → ✅ it starts a feedback entry for that line.
5. ✅ The compact multi-diff gutters and unchanged-region controls stay aligned (no visual misalignment introduced by the action).
",feature_request,"feature-request,verified,verification-needed,agents-window",2026-07-20T05:11:22Z,2026-07-20T05:11:35Z,https://github.com/microsoft/vscode/issues/326564
326563,Show per-file diff stats in the single-pane Changes editor headers,"In the Agents window **single-pane** Changes multi-diff editor, each file header showed the filename/path but no change stats — the per-file `+insertions / -deletions` counts were only visible in the files list and the session-header pill.

Implemented by #326401: the live `+X -Y` counts now render next to each file's path in the single-pane Changes editor header, so you can see per-file change magnitude while scanning the diff.

## Verification steps
1. Enable the single-pane layout and open a session that has changes across multiple files.
2. Open the **Changes** (multi-file diff) editor in the docked side pane.
3. ✅ Each file's header shows a compact **`+X -Y`** (insertions/deletions) next to the file path.
4. Switch changeset (e.g. Branch Changes ↔ All Changes) or make new edits → ✅ the per-file stats update live.
",feature_request,"feature-request,verified,verification-needed,agents-window",2026-07-20T05:09:29Z,2026-07-20T05:09:38Z,https://github.com/microsoft/vscode/issues/326563
326474,Agent Host input box missing fuzzy file search (e.g. '#roadma' → roadmap.md),"Summary

The agent host's input box doesn't seem to support the same fuzzy file search behavior as the Local harness. For example, in the Local harness typing `#roadma` finds `src/vs/platform/agentHost/node/claude/roadmap.md`, but using the agent host input box (regardless of harness) does not find that file.

Example / Reproduction

1. In the Local harness input box type: `#roadma`
2. It finds `src/vs/platform/agentHost/node/claude/roadmap.md`.
3. In the agent host input box type: `#roadma`
4. It does not find the file.

Expected behavior

The agent host input box should support the same fuzzy file search (including prefixing with `#`) as the Local harness so that shorthand queries like `#roadma` match `roadmap.md` and similar files.

Why this is useful

Having consistent fuzzy file search across the Local harness and agent host makes it faster to locate files when interacting with agents and reduces friction for workflows that rely on shorthand/prefix searches.

Notes

- Assigning to @roblourens — if you're not the right person please feel free to reassign to whoever owns the agent host fuzzy-search behavior.

[View original Slack conversation](https://vscodeteam.slack.com/archives/C0AKR94N3CK/p1784070755942019?thread_ts=1784070755.942019&cid=C0AKR94N3CK)",feature_request,"bug,feature-request,verified,verification-needed,insiders-released,agent-host",2026-07-18T20:15:30Z,2026-07-24T00:58:53Z,https://github.com/microsoft/vscode/issues/326474
326330,Automations: support workspace-less automations,"eg I have an automation to log my last day's PRs to notion through mcp and don't need a workspace backing for it. 

cc @benvillalobos 
",feature_request,"feature-request,verified,verification-needed,insiders-released,automations",2026-07-17T11:47:53Z,2026-07-18T15:28:04Z,https://github.com/microsoft/vscode/issues/326330
326322,Agent Host: Return an error for unsupported requests before initialize,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

When a client sends a JSON-RPC request other than `initialize`, `reconnect`, `ping`, or `_vscodeUpgrade` before completing the Agent Host Protocol handshake, the agent host currently stays silent. Please return a JSON-RPC error instead, preferably `MethodNotFound` (`-32601`) for an unknown method (or an explicit not-initialized error if that is a better protocol contract).

A silent response leaves generic JSON-RPC clients waiting until their own timeout and makes an incompatible protocol/handshake look like a transport failure.

### Standalone Node.js reproduction

```js
const ws = new WebSocket('ws://localhost:4123?tkn=<connection-token>');

ws.addEventListener('open', () => {
  ws.send(JSON.stringify({
    jsonrpc: '2.0',
    id: 1,
    method: 'notARealMethod',
    params: { channel: 'ahp-root://' },
  }));
});

ws.addEventListener('message', event => {
  console.log(String(event.data));
});
```

Observed against the local VS Code agent host: the WebSocket opens, but no response arrives within 3 seconds.

This was also verified after a valid AHP `initialize`: the same unknown request then receives an immediate error. The current post-initialize response uses `-32603` (JSON-RPC Internal error):

```json
{
  ""jsonrpc"": ""2.0"",
  ""id"": 2,
  ""error"": {
    ""code"": -32603,
    ""message"": ""Unknown method: notARealMethod""
  }
}
```

The silent behavior is therefore specific to pre-initialize dispatch. Ideally, unknown methods should consistently return JSON-RPC `MethodNotFound` (`-32601`) rather than `InternalError` (`-32603`).

### Expected

The server responds to every JSON-RPC request with either a result or an error, including before initialization. For the request above, for example:

```json
{
  ""jsonrpc"": ""2.0"",
  ""id"": 1,
  ""error"": {
    ""code"": -32601,
    ""message"": ""Method not found""
  }
}
```",feature_request,"feature-request,verified",2026-07-17T10:56:30Z,2026-07-17T16:42:22Z,https://github.com/microsoft/vscode/issues/326322
326294,Group pinned models by provider,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

I would prefer if pinned models were grouped by provider alphabetically. E.g. First all **Copilot** models, then **OpenRouter** models etc.

Currently the order seem to be based on in which order you choose to pin the model, often making the ordering arbitrary, and thus making it harder to pick a model from a specific provider.

Currenly:

<img width=""380"" height=""157"" alt=""Image"" src=""https://github.com/user-attachments/assets/5c75875d-a0d9-4d43-a91a-bd262f9bcb21"" />

Wants:

<img width=""380"" height=""157"" alt=""Image"" src=""https://github.com/user-attachments/assets/839e2af8-7110-4a58-86dd-2c1cadfe4530"" />

Version info:
```
Version: 1.128.1 (Universal)
Commit: 5264f2156cbcd7aea5fd004d29eaa10209155d66
Date: 2026-07-14T07:19:31-07:00
Electron: 42.5.0
ElectronBuildId: 14525058
Chromium: 148.0.7778.271
Node.js: 24.17.0
V8: 14.8.178.33-electron.0
OS: Darwin arm64 25.5.0
```",feature_request,"feature-request,verified,insiders-released,model-picker",2026-07-17T07:16:35Z,2026-07-20T17:49:12Z,https://github.com/microsoft/vscode/issues/326294
326250,Markdown Editor should use a toggle to toggle between read-only and editable mode,"I think a toggle labeled ""Edit Mode"" or something like that would be easier to understand than the current ""Locked"" / ""Editing"" labels.

<img width=""52"" height=""35"" alt=""Image"" src=""https://github.com/user-attachments/assets/4cf52035-c07f-41d1-b4b4-fe3a759f1bc5"" />

<br/>

<img width=""719"" height=""641"" alt=""Image"" src=""https://github.com/user-attachments/assets/5d99cc70-33a7-4a45-b363-1c97da3694e5"" />

```
Version: 1.130.0-insider
Commit: ecf367b2f20d54f697cef6075cb9c72b22c3c1b6
Date: 2026-07-16T10:50:30Z
Electron: 42.6.0
ElectronBuildId: 14623276
Chromium: 148.0.7778.280
Node.js: 24.18.0
V8: 14.8.178.38-electron.0
OS: Darwin arm64 25.5.0
```",feature_request,"feature-request,verified,polish,markdown-editor",2026-07-17T00:02:12Z,2026-07-23T22:34:03Z,https://github.com/microsoft/vscode/issues/326250
326069,Update agent aware env var setting,"We previously added agent aware environment variables in https://github.com/microsoft/vscode/issues/320127 but this is only set in the Local harness when runInTerminal is called. 

We would ideally want this to be set in _any_ Local / AHP agent mode sessions. 

It would be ideal if we could break the harnesses specifically, so that Codex and Claude set their own specific env var (i.e. `github_copilot_vs_code_agent claude_harness`) but that comes as a P2 to the main scenarios. Same with marking Copilot CLI sessions in VS Code native terminals. ",feature_request,"feature-request,verification-needed,insiders-released",2026-07-15T22:40:45Z,2026-07-25T02:40:30Z,https://github.com/microsoft/vscode/issues/326069
326045,set hands free mode to false by default for voice mode,,feature_request,"feature-request,on-testplan,insiders-released,voice-mode",2026-07-15T20:22:52Z,2026-07-15T22:54:21Z,https://github.com/microsoft/vscode/issues/326045
326002,Chat Input Notifications should support model CTAs,"To enable experimentation with input notifications that suggest different models, we need chat input notifications to be model aware. This comes with challenges such as being session type / harness aware as well. Since switching harnesses should either hide an invalid notification or update the CTA to work with that harness",feature_request,"feature-request,verification-needed,insiders-released,chat-input",2026-07-15T16:47:34Z,2026-07-15T17:03:57Z,https://github.com/microsoft/vscode/issues/326002
325661,Migrate Prompts sections are not collapsible,"Testing #325431

Given that I have 49 prompts, it would be nice to be able to collapse sections so I can focus on one section at a time. Otherwise this page can feel very overwhelming.

![Image](https://github.com/user-attachments/assets/7afbb8ab-be7e-455a-a321-315fc7ef7186)

",feature_request,"feature-request,verified,verification-needed,insiders-released,chat-prompts",2026-07-13T17:51:27Z,2026-07-24T22:00:12Z,https://github.com/microsoft/vscode/issues/325661
325660,Migrate Prompts should help me triage and delete old prompts,"Testing #325431

I have 49 prompts that could be migrated to skills, it's overwhelming and there are many prompts I have no use for anymore. This would be a great time for me to audit all of them and delete what I no longer want. Perhaps this page could surface a delete icon as I hover over prompts so I can quickly clean up leftovers and convert the rest into skills.

![Image](https://github.com/user-attachments/assets/4ea9aadd-eb1e-4e70-a52a-a4bd245a8447)

",feature_request,"feature-request,verified,verification-needed,insiders-released,chat-prompts",2026-07-13T17:50:01Z,2026-07-22T18:58:42Z,https://github.com/microsoft/vscode/issues/325660
325494,AgentHost - support `git.worktreeIncludeFiles` setting,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
",feature_request,"feature-request,verified,on-testplan,agents-window",2026-07-12T18:08:32Z,2026-07-14T08:02:51Z,https://github.com/microsoft/vscode/issues/325494
325493,AgentHost - support for `git.branchPrefix` setting,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
",feature_request,"feature-request,verified,verification-needed,agents-window",2026-07-12T18:07:37Z,2026-07-12T18:10:57Z,https://github.com/microsoft/vscode/issues/325493
325465,Support Agent Host Copilot CLI sessions in Agent Debug Log Panel,,feature_request,"feature-request,on-testplan",2026-07-12T05:32:34Z,2026-07-12T06:43:43Z,https://github.com/microsoft/vscode/issues/325465
325434,Title: Allow users to hide unavailable “Upgrade” models from the Chat model picker,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->
Please add an option to hide unavailable models labeled “Upgrade” in the Chat model picker.

Available models can be hidden in the Language Models editor, but unavailable models cannot. These entries create unnecessary clutter for users who do not plan to upgrade.",feature_request,"feature-request,model-picker",2026-07-11T15:00:59Z,2026-07-31T19:09:26Z,https://github.com/microsoft/vscode/issues/325434
325068,Single Detail Panel: List toggle isn't needed to all tab types,"Current: 
""List"" icon is always present, placed between the maximize and more ('...') options

<img width=""179"" height=""60"" alt=""Image"" src=""https://github.com/user-attachments/assets/c3142e5f-9e7c-4b0f-974d-218743a3a2fe"" />

Expected: 
This option is conditional, meaning not all tab types need it. 
To begin, the browser and search tab types don't need it. 
And because it's conditional, it should be moved to the left so that the always present icons (maximize and '...') don't shift around.",feature_request,"feature-request,verified,polish,agents-window",2026-07-09T03:25:30Z,2026-08-08T20:43:24Z,https://github.com/microsoft/vscode/issues/325068
325063,Single Detail Panel: New tab button doesn't need background-fill on resting state,"Current:
<img width=""788"" height=""56"" alt=""Image"" src=""https://github.com/user-attachments/assets/4ba4ab3a-21d5-4c3e-a9d0-cc547bc646c1"" />

Expected:
<img width=""792"" height=""58"" alt=""Image"" src=""https://github.com/user-attachments/assets/cc7fc13c-92ea-4cbd-a952-b9d18f3f6eb3"" />

Notes: 
- Fill should still appear on hover, just like other icon buttons in the row",feature_request,"feature-request,verified,agents-window",2026-07-09T02:47:17Z,2026-08-08T20:43:17Z,https://github.com/microsoft/vscode/issues/325063
324825,Allow streaming of command output,"From: https://github.com/microsoft/vscode/issues/323399 
<img width=""1020"" height=""649"" alt=""Image"" src=""https://github.com/user-attachments/assets/811e4f3c-4136-445e-aaa8-27636a53e4bf"" />

copilot ah vs. local.

Right side is what we want to go for. ",feature_request,"feature-request,terminal,on-testplan,insiders-released,copilot,agent-host",2026-07-07T19:57:02Z,2026-07-23T14:38:30Z,https://github.com/microsoft/vscode/issues/324825
324795,Editor type dropdown in the breadcrumbs bar to switch/set the editor for a file,"### Problem

When a file can be opened by more than one editor (for example a `*.md` file that can open in the text editor, the Markdown preview, or the Markdown editor), there is no obvious, always-visible way to see which editor is currently used or to switch to another one. Today users have to know about the `Reopen Editor With…` command, and there is no affordance in the editor chrome that surfaces the available editors.

This is especially relevant now that custom editors opt out of diffs/merges by default (#324791): users may want to quickly switch a diff between the text diff editor and a custom diff editor, or set a per-extension default.

### Proposal

Add a small dropdown on the right-hand side of the **breadcrumbs bar** that shows the current editor type as text (for example ""Markdown Preview"", ""Text Editor"", or ""Text Diff Editor"" in a diff) and, when clicked, opens a menu to:

- **Switch** the active editor to any of the other editors that can open the resource (reuses `reopenActiveEditorWith`). The current editor is checked.
- **Set Default** for the file type via a submenu. In a diff context this writes to `workbench.diffEditorAssociations`; otherwise to `workbench.editorAssociations`. The currently configured default is checked.
- In a diff, **Open Original** / **Open Modified** as standalone editors.

Details:

- The dropdown only appears when a **more specialized editor is available** — i.e. more than one editor can open the resource. It is hidden for plain text files (only the default editor) and for exclusive editors such as the Hex editor (which return no alternatives).
- Extension-provided editors show their source (`Label - Extension Name`); built-in editors show just their label.
- In a diff context, the default text editor is labeled ""Text Diff Editor"" to match how it actually opens.
- Only shown on the dedicated breadcrumbs bar (tabbed mode), not the inline single-tab breadcrumbs.
- Behind an experimental setting `breadcrumbs.showEditorType` (default `true`).

### Verification steps

<img width=""723"" height=""253"" alt=""Image"" src=""https://github.com/user-attachments/assets/c4fd7ae5-0f15-4d85-9697-5de305e53ec3"" />

1. Ensure a file type has multiple editors (e.g. Markdown: text editor + Markdown preview). Open a `*.md` file.
2. The breadcrumbs bar shows a dropdown on the right with the current editor type (e.g. ""Text Editor"").
3. Click it → menu lists the available editors with the current one checked; picking another reopens the file with it.
4. Use the **Set Default** submenu → the chosen editor is written to `workbench.editorAssociations` for `*.md` and becomes the default.
5. Open a `*.md` diff → the dropdown shows ""Text Diff Editor""; the **Set Default (Diff Only)** submenu writes to `workbench.diffEditorAssociations`; **Open Original** / **Open Modified** open each side.
6. Open a plain `*.txt` file (only the default editor) or a file handled by an exclusive editor (Hex) → the dropdown is hidden.
7. Set `""breadcrumbs.showEditorType"": false` → the dropdown disappears; set it back to `true` → it returns.

",feature_request,"feature-request,verified,verification-needed,custom-editors,insiders-released",2026-07-07T16:47:37Z,2026-07-08T08:41:14Z,https://github.com/microsoft/vscode/issues/324795
